source_id,name,longitude,latitude,observation_time,brightness_value,brightness_unit,instrument,source,wavelength_um
dekleer2019-Nusku Patera-20170527-BrAlpha,Nusku Patera,-6.2000000000000455,-65.0,2017-05-27,4.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20131203-Lp,Uta,-20.100000000000023,-33.8,2013-12-03,2.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20140120-PAH,Uta,-20.899999999999977,-34.9,2014-01-20,1.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Uta-20140120-Lp,Uta,-20.899999999999977,-34.9,2014-01-20,3.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20140120-Ms,Uta,-20.899999999999977,-34.9,2014-01-20,5.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20140210-Lp,Uta,-23.399999999999977,-34.1,2014-02-10,5.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20140210-Ms,Uta,-23.399999999999977,-34.1,2014-02-10,4.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20140307-Lp,Uta,-25.899999999999977,-34.9,2014-03-07,2.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20140314-Lp,Uta,-24.799999999999955,-34.7,2014-03-14,3.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20141030-Lp,Uta,-21.200000000000045,-33.7,2014-10-30,3.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20141030-Ms,Uta,-21.200000000000045,-33.7,2014-10-30,5.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20141129-Lp,Uta,-20.600000000000023,-35.5,2014-11-29,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20141208-Lp,Uta,-19.100000000000023,-34.1,2014-12-08,3.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20141215-Lp,Uta,-19.600000000000023,-34.2,2014-12-15,2.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150112-Lp,Uta,-22.600000000000023,-35.4,2015-01-12,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150112-Ms,Uta,-22.600000000000023,-35.4,2015-01-12,4.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20150116-Lp,Uta,-21.0,-34.1,2015-01-16,3.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150116-Ms,Uta,-21.0,-34.1,2015-01-16,4.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20150326-Lp,Uta,-22.100000000000023,-37.0,2015-03-26,3.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150328-Lp,Uta,-25.299999999999955,-34.6,2015-03-28,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150402-Lp,Uta,-23.899999999999977,-33.5,2015-04-02,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150402-Ms,Uta,-23.899999999999977,-33.5,2015-04-02,4.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20150404-Lp,Uta,-24.799999999999955,-33.9,2015-04-04,3.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150404-Ms,Uta,-24.799999999999955,-33.9,2015-04-04,6.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20150420-Lp,Uta,-27.200000000000045,-34.6,2015-04-20,3.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150427-Lp,Uta,-24.399999999999977,-35.8,2015-04-27,4.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150429-Lp,Uta,-23.399999999999977,-34.7,2015-04-29,4.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150429-Ms,Uta,-23.399999999999977,-34.7,2015-04-29,5.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20150605-PAH,Uta,-23.5,-32.2,2015-06-05,3.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Uta-20150605-Lp,Uta,-23.5,-32.2,2015-06-05,4.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20150605-Ms,Uta,-23.5,-32.2,2015-06-05,7.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20151123-Lp,Uta,-21.299999999999955,-35.5,2015-11-23,3.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20151123-Ms,Uta,-21.299999999999955,-35.5,2015-11-23,5.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20151225-Lp,Uta,-22.700000000000045,-34.6,2015-12-25,4.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20151225-Ms,Uta,-22.700000000000045,-34.6,2015-12-25,6.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20160211-Lp,Uta,-18.100000000000023,-32.3,2016-02-11,2.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160218-Lp,Uta,-18.200000000000045,-31.9,2016-02-18,3.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160220-Lp,Uta,-22.200000000000045,-32.3,2016-02-20,2.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160312-Lp,Uta,-19.600000000000023,-35.9,2016-03-12,4.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160314-Lp,Uta,-20.899999999999977,-32.7,2016-03-14,2.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160501-Lp,Uta,-19.5,-32.0,2016-05-01,2.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160508-Lp,Uta,-24.100000000000023,-32.8,2016-05-08,2.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160513-Lp,Uta,-22.200000000000045,-34.7,2016-05-13,5.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160515-PAH,Uta,-23.5,-35.4,2016-05-15,2.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Uta-20160515-Lp,Uta,-23.5,-35.4,2016-05-15,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160515-Ms,Uta,-23.5,-35.4,2016-05-15,5.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20160517-Lp,Uta,-21.0,-33.3,2016-05-17,4.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160524-Lp,Uta,-22.200000000000045,-31.5,2016-05-24,3.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160531-Lp,Uta,-21.899999999999977,-32.0,2016-05-31,3.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160607-Lp,Uta,-24.0,-34.7,2016-06-07,3.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20160616-Lp,Uta,-18.5,-34.9,2016-06-16,3.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20161222-PAH,Uta,-20.100000000000023,-35.3,2016-12-22,3.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Uta-20161222-Lp,Uta,-20.100000000000023,-35.3,2016-12-22,6.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20161222-BrAlphaCont,Uta,-20.100000000000023,-35.3,2016-12-22,7.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Uta-20161222-BrAlpha,Uta,-20.100000000000023,-35.3,2016-12-22,9.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20161222-Ms,Uta,-20.100000000000023,-35.3,2016-12-22,7.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20170103-BrAlpha,Uta,-17.899999999999977,-34.4,2017-01-03,8.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20170103-Ms,Uta,-17.899999999999977,-34.4,2017-01-03,8.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20170107-Lp,Uta,-20.399999999999977,-35.6,2017-01-07,3.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170107-BrAlphaCont,Uta,-20.399999999999977,-35.6,2017-01-07,5.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Uta-20170107-BrAlpha,Uta,-20.399999999999977,-35.6,2017-01-07,6.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20170107-Ms,Uta,-20.399999999999977,-35.6,2017-01-07,7.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20170114-Lp,Uta,-19.600000000000023,-33.6,2017-01-14,3.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170123-Lp,Uta,-20.600000000000023,-34.7,2017-01-23,5.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170130-Lp,Uta,-19.100000000000023,-36.5,2017-01-30,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170206-Lp,Uta,-19.200000000000045,-35.6,2017-02-06,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170206-BrAlphaCont,Uta,-19.200000000000045,-35.6,2017-02-06,4.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Uta-20170206-BrAlpha,Uta,-19.200000000000045,-35.6,2017-02-06,4.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20170206-Ms,Uta,-19.200000000000045,-35.6,2017-02-06,7.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20170402-Lp,Uta,-19.700000000000045,-31.5,2017-04-02,2.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170404-Lp,Uta,-21.0,-34.4,2017-04-04,4.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170511-Lp,Uta,-20.299999999999955,-33.1,2017-05-11,3.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170527-H2O,Uta,-24.700000000000045,-34.4,2017-05-27,1.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter H2O",3.06
dekleer2019-Uta-20170527-PAH,Uta,-24.700000000000045,-34.4,2017-05-27,2.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Uta-20170527-Lp,Uta,-24.700000000000045,-34.4,2017-05-27,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170527-BrAlphaCont,Uta,-24.700000000000045,-34.4,2017-05-27,7.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Uta-20170527-BrAlpha,Uta,-24.700000000000045,-34.4,2017-05-27,9.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Uta-20170527-Ms,Uta,-24.700000000000045,-34.4,2017-05-27,8.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20170603-Lp,Uta,-22.600000000000023,-34.0,2017-06-03,2.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170705-Lp,Uta,-21.299999999999955,-34.7,2017-07-05,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170721-Lp,Uta,-25.700000000000045,-35.8,2017-07-21,6.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20170721-BrAlphaCont,Uta,-25.700000000000045,-35.8,2017-07-21,7.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Uta-20170721-Ms,Uta,-25.700000000000045,-35.8,2017-07-21,8.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20171211-Lp,Uta,-20.600000000000023,-33.9,2017-12-11,4.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180117-Lp,Uta,-19.600000000000023,-33.8,2018-01-17,4.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180119-Lp,Uta,-16.799999999999955,-36.0,2018-01-19,5.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180119-Ms,Uta,-16.799999999999955,-36.0,2018-01-19,9.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Uta-20180507-Lp,Uta,-22.0,-35.8,2018-05-07,3.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180606-Lp,Uta,-19.700000000000045,-31.0,2018-06-06,2.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180615-Lp,Uta,-20.0,-32.5,2018-06-15,2.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180622-Lp,Uta,-17.899999999999977,-30.1,2018-06-22,3.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Uta-20180701-Lp,Uta,-21.299999999999955,-33.1,2018-07-01,5.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Kanehekili Fluctus-20140120-Lp,Kanehekili Fluctus,-32.30000000000001,-17.3,2014-01-20,1.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Kanehekili Fluctus-20140120-Ms,Kanehekili Fluctus,-32.30000000000001,-17.3,2014-01-20,3.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20141030-Lp,Kanehekili Fluctus,-30.899999999999977,-19.1,2014-10-30,1.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Kanehekili Fluctus-20141030-Ms,Kanehekili Fluctus,-30.899999999999977,-19.1,2014-10-30,1.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20150116-Ms,Kanehekili Fluctus,-31.30000000000001,-16.6,2015-01-16,1.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20150402-Ms,Kanehekili Fluctus,-34.39999999999998,-15.7,2015-04-02,1.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20150404-Lp,Kanehekili Fluctus,-35.19999999999999,-17.6,2015-04-04,1.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Kanehekili Fluctus-20150404-Ms,Kanehekili Fluctus,-35.19999999999999,-17.6,2015-04-04,2.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20150429-Ms,Kanehekili Fluctus,-36.5,-15.2,2015-04-29,1.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20150605-Ms,Kanehekili Fluctus,-34.5,-16.1,2015-06-05,1.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Kanehekili Fluctus-20170527-BrAlphaCont,Kanehekili Fluctus,-34.5,-17.7,2017-05-27,1.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlphaCont",3.99
dekleer2019-Kanehekili Fluctus-20170527-BrAlpha,Kanehekili Fluctus,-34.5,-17.7,2017-05-27,2.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter BrAlpha",4.05
dekleer2019-Janus Patera-20130902-Lp,Janus Patera,-37.0,-4.5,2013-09-02,5.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20130904-Lp,Janus Patera,-36.19999999999999,-4.4,2013-09-04,4.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20130907-Lp,Janus Patera,-37.30000000000001,-4.6,2013-09-07,11.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20130909-Lp,Janus Patera,-36.5,-5.0,2013-09-09,5.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20131126-Lp,Janus Patera,-37.89999999999998,-4.8,2013-11-26,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20131203-Lp,Janus Patera,-37.69999999999999,-4.0,2013-12-03,6.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20131205-Lp,Janus Patera,-38.0,-4.4,2013-12-05,2.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20131212-Lp,Janus Patera,-34.10000000000002,-5.3,2013-12-12,3.9,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20140120-H2O,Janus Patera,-38.0,-4.8,2014-01-20,3.5,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter H2O",3.06
dekleer2019-Janus Patera-20140120-PAH,Janus Patera,-38.0,-4.8,2014-01-20,4.2,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter PAH",3.29
dekleer2019-Janus Patera-20140120-Lp,Janus Patera,-38.0,-4.8,2014-01-20,4.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20140120-Ms,Janus Patera,-38.0,-4.8,2014-01-20,4.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Janus Patera-20140307-Lp,Janus Patera,-39.69999999999999,-3.7,2014-03-07,3.0,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20140314-Lp,Janus Patera,-39.0,-3.9,2014-03-14,3.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141009-Lp,Janus Patera,-39.60000000000002,-3.8,2014-10-09,5.3,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141023-Lp,Janus Patera,-40.5,-3.2,2014-10-23,4.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141030-Lp,Janus Patera,-36.60000000000002,-4.8,2014-10-30,5.1,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141030-Ms,Janus Patera,-36.60000000000002,-4.8,2014-10-30,4.8,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Ms",4.67
dekleer2019-Janus Patera-20141127-Lp,Janus Patera,-39.19999999999999,-4.3,2014-11-27,8.4,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141129-Lp,Janus Patera,-37.39999999999998,-4.3,2014-11-29,4.6,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
dekleer2019-Janus Patera-20141201-Lp,Janus Patera,-37.80000000000001,-4.8,2014-12-01,3.7,GW/um/sr filter_integrated_flux_density,Keck/Gemini AO,"de Kleer et al. 2019 AJ Table 5, filter Lp",3.78
