source_id,name,longitude,latitude,orbit,observation_time,power_gw,instrument,source,wavelength_um,intensity_value,intensity_unit
Mura2024-22-49M,Tvashtar D,-126.0,64.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.07,W m-2 sr-1 peak_radiance
Mura2024-17-41M,Chors Patera,110.0,68.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.08,W m-2 sr-1 peak_radiance
Mura2024-17-41L,Chors Patera,110.0,68.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.02,W m-2 sr-1 peak_radiance
Mura2024-17-43M,Chors Patera,110.0,68.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.07,W m-2 sr-1 peak_radiance
Mura2024-17-43L,Chors Patera,110.0,68.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.02,W m-2 sr-1 peak_radiance
Mura2024-17-47M,Chors Patera,110.0,68.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.08,W m-2 sr-1 peak_radiance
Mura2024-17-47L,Chors Patera,110.0,68.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.03,W m-2 sr-1 peak_radiance
Mura2024-17-49M,Chors Patera,110.0,68.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.13,W m-2 sr-1 peak_radiance
Mura2024-29-41M,Lei-Kung C,88.0,72.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.06,W m-2 sr-1 peak_radiance
Mura2024-29-41L,Lei-Kung C,88.0,72.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.02,W m-2 sr-1 peak_radiance
Mura2024-29-43M,Lei-Kung C,88.0,72.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.06,W m-2 sr-1 peak_radiance
Mura2024-29-43L,Lei-Kung C,88.0,72.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.02,W m-2 sr-1 peak_radiance
Mura2024-29-47M,Lei-Kung C,88.0,72.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.05,W m-2 sr-1 peak_radiance
Mura2024-29-47L,Lei-Kung C,88.0,72.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.02,W m-2 sr-1 peak_radiance
Mura2024-29-49M,Lei-Kung C,88.0,72.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.09,W m-2 sr-1 peak_radiance
Mura2024-55-41M,Lei-Kung K,104.0,74.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.01,W m-2 sr-1 peak_radiance
Mura2024-55-43M,Lei-Kung K,104.0,74.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.01,W m-2 sr-1 peak_radiance
Mura2024-55-47M,Lei-Kung K,104.0,74.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.01,W m-2 sr-1 peak_radiance
Mura2024-55-49M,Lei-Kung K,104.0,74.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.02,W m-2 sr-1 peak_radiance
Mura2024-1-41M,Vivasvant Patera,68.0,75.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.61,W m-2 sr-1 peak_radiance
Mura2024-1-41L,Vivasvant Patera,68.0,75.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.29,W m-2 sr-1 peak_radiance
Mura2024-1-43M,Vivasvant Patera,68.0,75.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.28,W m-2 sr-1 peak_radiance
Mura2024-1-43L,Vivasvant Patera,68.0,75.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.07,W m-2 sr-1 peak_radiance
Mura2024-1-47M,Vivasvant Patera,68.0,75.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.36,W m-2 sr-1 peak_radiance
Mura2024-1-47L,Vivasvant Patera,68.0,75.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,3.45,0.08,W m-2 sr-1 peak_radiance
Mura2024-1-49M,Vivasvant Patera,68.0,75.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.23,W m-2 sr-1 peak_radiance
Mura2024-45-41M,Pajonn Patera,-93.0,83.0,41,2022-04-09,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.02,W m-2 sr-1 peak_radiance
Mura2024-45-43M,Pajonn Patera,-93.0,83.0,43,2022-07-05,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.02,W m-2 sr-1 peak_radiance
Mura2024-45-47M,Pajonn Patera,-93.0,83.0,47,2022-12-15,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.01,W m-2 sr-1 peak_radiance
Mura2024-45-49M,Pajonn Patera,-93.0,83.0,49,2023-03-01,,JIRAM,Mura et al. 2024 Table 2 peak radiance,4.78,0.02,W m-2 sr-1 peak_radiance
