source_id,name,longitude,latitude,observation_time,wavelength_um,spectral_radiance,spectral_radiance_unit,source
201_11i006tr_S8_S9_L17_n_converted_spectra_Arusha_and-or_Altjirra_v01,Arusha and-or Altjirra GP6,100.69999999800001,-38.9999999986,1997-11-07T23:52:50.00Z,2.9703,20.1972,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/201_11i006tr_S8_S9_L17_n_converted_spectra_Arusha_and-or_Altjirra_v01.csv
202_11i006tr_S11_S12_L18_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera GP10,97.40000000060002,-5.9000000003,1997-11-07T23:52:50.00Z,0.9253,128.63,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/202_11i006tr_S11_S12_L18_n_converted_spectra_Sigurd_Patera_v01.csv
203_11i006tr_S13_S14_L17_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera GP5,89.09999999950003,15.599999999,1997-11-07T23:52:50.00Z,0.9644,40.5209,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/203_11i006tr_S13_S14_L17_n_converted_spectra_Gish_Bar_Patera_v01.csv
204_11i006tr_S12_S13_L19_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP21,75.09999999619998,3.09999999976,1997-11-07T23:52:50.00Z,0.7016,38.8629,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/204_11i006tr_S12_S13_L19_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
205_11i006tr_S13_S14_L12_n_converted_spectra_Maui_Patera_v01,Maui Patera GP20,123.79999999899997,16.2000000006,1997-11-07T23:52:50.00Z,1.7245,15.7274,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/205_11i006tr_S13_S14_L12_n_converted_spectra_Maui_Patera_v01.csv
206_11i004tr_S10_S11_L11_n_converted_spectra_Haokah_Patera_-_close_to_Sethlaus_v01,Haokah Patera - close to Sethlaus,-172.999999999,-20.6999999976,1997-11-08T03:32:15.00Z,0.8253,61.5996,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/206_11i004tr_S10_S11_L11_n_converted_spectra_Haokah_Patera_-_close_to_Sethlaus_v01.csv
207_11i004tr_S13_S12_L12_n_converted_spectra_Zamama_v01,Zamama GP8,174.0,18.0000000011,1997-11-08T03:32:15.00Z,3.6327,17.1355,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/207_11i004tr_S13_S12_L12_n_converted_spectra_Zamama_v01.csv
208_11i004tr_S9_S10_L14_n_converted_spectra_Culann_v01,Culann,161.5,19.9000000011,1997-11-08T03:32:15.00Z,5.1798,28.4924,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/208_11i004tr_S9_S10_L14_n_converted_spectra_Culann_v01.csv
209_11i004tr_S11_S12_L15_n_converted_spectra_Prometheus_v01,Prometheus GP10,153.0,0.500000003048,1997-11-08T03:32:15.00Z,4.8973,16.537,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/209_11i004tr_S11_S12_L15_n_converted_spectra_Prometheus_v01.csv
210_11i004tr_S10_S11_L17_n_converted_spectra_Tupan_Patera_v01,Tupan Patera,140.999999999,-18.9999999967,1997-11-08T03:32:15.00Z,1.3809,13.2495,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/210_11i004tr_S10_S11_L17_n_converted_spectra_Tupan_Patera_v01.csv
211_11i004tr_S9_S10_L17_n_converted_spectra_Malik_Patera_v01,Malik Patera,128.999999999,-33.9999999998,1997-11-08T03:32:15.00Z,2.1821,15.9821,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/211_11i004tr_S9_S10_L17_n_converted_spectra_Malik_Patera_v01.csv
212_11i004tr_S13_S14_L17_n_converted_spectra_Amirani_region_v01,Amirani region GP6,116.300000001,23.1999999989,1997-11-08T03:32:15.00Z,5.1006,29.5389,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/212_11i004tr_S13_S14_L17_n_converted_spectra_Amirani_region_v01.csv
213_11i007tr_S10_S11_L11_n_converted_spectra_Haokah_Patera_v01,Haokah Patera GP22,-172.999999999,-20.6999999976,1997-11-08T03:38:19.00Z,5.0479,11.2457,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/213_11i007tr_S10_S11_L11_n_converted_spectra_Haokah_Patera_v01.csv
214_11i007tr_S12_S13_L12_n_converted_spectra_Zamama_v01,Zamama,174.0,18.0000000011,1997-11-08T03:38:19.00Z,5.0215,14.163,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/214_11i007tr_S12_S13_L12_n_converted_spectra_Zamama_v01.csv
215_11i007tr_S10_S11_L14_n_converted_spectra_Culann_v01,Culann,161.5,19.9000000011,1997-11-08T03:38:19.00Z,5.127,35.3301,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/215_11i007tr_S10_S11_L14_n_converted_spectra_Culann_v01.csv
216_11i007tr_S11_S12_L15_n_converted_spectra_Prometheus_v01,Prometheus GP2,153.0,0.500000003048,1997-11-08T03:38:19.00Z,4.3779,17.1963,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/216_11i007tr_S11_S12_L15_n_converted_spectra_Prometheus_v01.csv
217_11i007tr_S10_S11_L16_n_converted_spectra_Tupan_Patera_v01,Tupan Patera,140.999999999,-18.9999999967,1997-11-08T03:38:19.00Z,0.8992,29.2171,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/217_11i007tr_S10_S11_L16_n_converted_spectra_Tupan_Patera_v01.csv
218_11i007tr_S10_S11_L17_n_converted_spectra_Malik_Patera_v01,Malik Patera,128.999999999,-33.9999999998,1997-11-08T03:38:19.00Z,4.9687,16.26,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/218_11i007tr_S10_S11_L17_n_converted_spectra_Malik_Patera_v01.csv
219_12i001tr_S10_S11_L25_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP9,75.09999999619998,3.09999999976,1997-12-16T14:14:36.00Z,0.9698,218.896,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/219_12i001tr_S10_S11_L25_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
220_12i001tr_S7_S8_L29_n_converted_spectra_Kanehekili_Fluctus_v01,Kanehekili Fluctus,37.999999996599996,-15.9999999997,1997-12-16T14:14:36.00Z,0.9698,396.32,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/220_12i001tr_S7_S8_L29_n_converted_spectra_Kanehekili_Fluctus_v01.csv
222_12i001tr_S10_S11_L55_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP24,75.09999999619998,3.09999999976,1997-12-16T14:14:36.00Z,0.9988,807.882,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/222_12i001tr_S10_S11_L55_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
223_12i001tr_S15_S16_L54_n_converted_spectra_Zal_Patera_v01,Zal Patera GP6,74.8999999971,40.5000000023,1997-12-16T14:14:36.00Z,0.693,177.704,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/223_12i001tr_S15_S16_L54_n_converted_spectra_Zal_Patera_v01.csv
225_15i501tr_S13_S14_L5_n_converted_spectra_Marduk_Fluctus_v01,Marduk Fluctus GP13,-150.10000000000002,-28.3999999971,1998-05-31T13:18:39.00Z,1.0036,339.924,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/225_15i501tr_S13_S14_L5_n_converted_spectra_Marduk_Fluctus_v01.csv
226_15i501tr_S7_S8_L6_n_converted_spectra_Isum_P.-Susanoo_P._region_v01,Isum P.-Susanoo P. region GP14,-140.7,22.3000000032,1998-05-31T13:18:39.00Z,0.8889,80.1076,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/226_15i501tr_S7_S8_L6_n_converted_spectra_Isum_P.-Susanoo_P._region_v01.csv
227_15i501tr_S13_S14_L42_n_converted_spectra_Marduk_Fluctus_v01,Marduk Fluctus GP3,-150.10000000000002,-28.3999999971,1998-05-31T13:18:39.00Z,1.0036,227.061,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/227_15i501tr_S13_S14_L42_n_converted_spectra_Marduk_Fluctus_v01.csv
228_15i501tr_S6_S7_L43_n_converted_spectra_Isum_Patera_v01,Isum Patera GP21,-151.0,28.0000000031,1998-05-31T13:18:39.00Z,0.9348,189.543,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/228_15i501tr_S6_S7_L43_n_converted_spectra_Isum_Patera_v01.csv
229_15i501tr_S11_S12_L75_n_converted_spectra_Pillan_v01,Pillan GP17,-116.0,-11.9999999984,1998-05-31T13:18:39.00Z,0.996,10806.7,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/229_15i501tr_S11_S12_L75_n_converted_spectra_Pillan_v01.csv
230_15i501tr_S13_S14_L78_n_converted_spectra_Marduk_Fluctus_v01,Marduk Fluctus GP22,-150.10000000000002,-28.3999999971,1998-05-31T13:18:39.00Z,0.9654,196.446,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/230_15i501tr_S13_S14_L78_n_converted_spectra_Marduk_Fluctus_v01.csv
231_15i501tr_S6_S7_L80_n_converted_spectra_Isum_Patera_v01,Isum Patera GP23,-151.0,28.0000000031,1998-05-31T13:18:39.00Z,0.9807,255.773,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/231_15i501tr_S6_S7_L80_n_converted_spectra_Isum_Patera_v01.csv
232_15i005tr_S17_S18_L4_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1998-05-31T17:37:30.00Z,0.9424,125.435,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/232_15i005tr_S17_S18_L4_n_converted_spectra_Pele_v01.csv
233_15i005tr_S16_S17_L7_n_converted_spectra_Pillan_v01,Pillan,-116.0,-11.9999999984,1998-05-31T17:37:30.00Z,0.9807,88.1432,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/233_15i005tr_S16_S17_L7_n_converted_spectra_Pillan_v01.csv
234_15i005tr_S7_S8_L52_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1998-05-31T17:37:30.00Z,0.973,173.864,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/234_15i005tr_S7_S8_L52_n_converted_spectra_Pele_v01.csv
235_15i005tr_S6_S7_L55_n_converted_spectra_Pillan_v01,Pillan,-116.0,-11.9999999984,1998-05-31T17:37:30.00Z,0.9654,107.0,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/235_15i005tr_S6_S7_L55_n_converted_spectra_Pillan_v01.csv
236_15i005tr_S12_S13_L95_n_converted_spectra_Pillan_v01,Pillan GP10,-116.0,-11.9999999984,1998-05-31T17:37:30.00Z,0.9883,203.973,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/236_15i005tr_S12_S13_L95_n_converted_spectra_Pillan_v01.csv
237_16i001tr_S9_S10_L1_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1998-07-20T06:06:04.00Z,0.7956,3199.28,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/237_16i001tr_S9_S10_L1_n_converted_spectra_Loki_Patera_v01.csv
238_16i001tr_S11_S12_L7_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1998-07-20T06:06:04.00Z,1.3452,82.701,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/238_16i001tr_S11_S12_L7_n_converted_spectra_Pele_v01.csv
239_16i001tr_S10_S11_L9_n_converted_spectra_Pillan_v01,Pillan GP24,-116.0,-11.9999999984,1998-07-20T06:06:04.00Z,0.7804,456.747,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/239_16i001tr_S10_S11_L9_n_converted_spectra_Pillan_v01.csv
240_16i002tr_S9_S10_L1_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1998-07-20T06:06:04.00Z,0.7956,3199.28,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/240_16i002tr_S9_S10_L1_n_converted_spectra_Loki_Patera_v01.csv
241_16i002tr_S11_S12_L6_n_converted_spectra_Pele_v01,Pele GP16,-104.300000001,-18.3999999995,1998-07-20T06:06:04.00Z,4.709,47.384,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/241_16i002tr_S11_S12_L6_n_converted_spectra_Pele_v01.csv
242_16i002tr_S10_S11_L9_n_converted_spectra_Pillan_v01,Pillan GP24,-116.0,-11.9999999984,1998-07-20T06:06:04.00Z,4.709,47.757,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/242_16i002tr_S10_S11_L9_n_converted_spectra_Pillan_v01.csv
243_20i001tr_S11_S12_L2_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1999-05-02T19:56:39.00Z,0.9842,101.028,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/243_20i001tr_S11_S12_L2_n_converted_spectra_Pele_v01.csv
244_20i001tr_S11_S12_L5_n_converted_spectra_Pillan_v01,Pillan,-116.0,-11.9999999984,1999-05-02T19:56:39.00Z,0.9209,71.3283,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/244_20i001tr_S11_S12_L5_n_converted_spectra_Pillan_v01.csv
245_20i001tr_S8_S9_L7_n_converted_spectra_Girru_Patera_v01,Girru Patera GP24,-120.00000000299997,22.0000000001,1999-05-02T19:56:39.00Z,0.766,92.564,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/245_20i001tr_S8_S9_L7_n_converted_spectra_Girru_Patera_v01.csv
246_20i001tr_S12_S13_L10_n_converted_spectra_Marduk_Fluctus_v01,Marduk Fluctus GP8,-150.10000000000002,-28.3999999971,1999-05-02T19:56:39.00Z,0.9446,78.2751,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/246_20i001tr_S12_S13_L10_n_converted_spectra_Marduk_Fluctus_v01.csv
247_20i001tr_S8_S9_L12_n_converted_spectra_Lei-Kung_Fluctus_or_Isum_v01,Lei-Kung Fluctus or Isum GP4,-155.999999999,38.0000000007,1999-05-02T19:56:39.00Z,0.9842,127.341,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/247_20i001tr_S8_S9_L12_n_converted_spectra_Lei-Kung_Fluctus_or_Isum_v01.csv
248_22i001tr_S10_S11_L11_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1999-08-12T04:43:36.00Z,1.0117,2458.86,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/248_22i001tr_S10_S11_L11_n_converted_spectra_Loki_Patera_v01.csv
249_26i001tr_S7_S8_L142_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,2000-01-04T11:18:20.00Z,0.587,18354.3,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/249_26i001tr_S7_S8_L142_n_converted_spectra_Loki_Patera_v01.csv
250_29i001tr_S11_S12_L67_n_converted_spectra_Shamshu_Patera_v01,Shamshu Patera,63.59999999889999,-9.79999999981,2000-12-28T23:17:50.00Z,1.3128,26.0016,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/250_29i001tr_S11_S12_L67_n_converted_spectra_Shamshu_Patera_v01.csv
