source_id,name,longitude,latitude,observation_time,wavelength_um,spectral_radiance,spectral_radiance_unit,source
129_10i007tr_S8_S9_L16_n_converted_spectra_Kanehekili_v01,Kanehekili GP8,37.999999996599996,-15.9999999997,1997-09-19T00:56:22.00Z,0.9775,3682.76,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/129_10i007tr_S8_S9_L16_n_converted_spectra_Kanehekili_v01.csv
130_10i007tr_S10_S11_L17_n_converted_spectra_Janus_Patera_v01,Janus Patera GP2,42.5,-3.00000000055,1997-09-19T00:56:22.00Z,0.9514,807.216,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/130_10i007tr_S10_S11_L17_n_converted_spectra_Janus_Patera_v01.csv
131_10i005tr_S10_S11_L30_n_converted_spectra_Amirani_v01,Amirani GP4,116.300000001,23.1999999989,1997-09-19T04:42:51.00Z,0.984,163.546,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/131_10i005tr_S10_S11_L30_n_converted_spectra_Amirani_v01.csv
132_10i005tr_S3_S4_L35_n_converted_spectra_Itzamna_Patera_v01,Itzamna Patera GP15,97.69999999920003,-15.199999999,1997-09-19T04:42:51.00Z,0.9905,315.17,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/132_10i005tr_S3_S4_L35_n_converted_spectra_Itzamna_Patera_v01.csv
133_10i005tr_S19_S20_L68_n_converted_spectra_Amirani_v01,Amirani GP5,116.300000001,23.1999999989,1997-09-19T04:42:51.00Z,0.9905,62.18,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/133_10i005tr_S19_S20_L68_n_converted_spectra_Amirani_v01.csv
134_10i005tr_S8_S9_L69_n_converted_spectra_Altjirra_Patera-Arusha_Patera_region_v01,Altjirra Patera-Arusha Patera region GP17,100.69999999800001,-38.9999999986,1997-09-19T04:42:51.00Z,0.9383,89.3545,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/134_10i005tr_S8_S9_L69_n_converted_spectra_Altjirra_Patera-Arusha_Patera_region_v01.csv
135_10i005tr_S18_S19_L71_n_converted_spectra_Monan_Patera_v01,Monan Patera GP14,103.79999999699999,20.3000000036,1997-09-19T04:42:51.00Z,0.9775,248.733,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/135_10i005tr_S18_S19_L71_n_converted_spectra_Monan_Patera_v01.csv
136_10i006tr_S10_S11_L5_n_converted_spectra_Amirani_v01,Amirani GP23,116.300000001,23.1999999989,1997-09-19T04:57:00.00Z,0.9318,109.716,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/136_10i006tr_S10_S11_L5_n_converted_spectra_Amirani_v01.csv
137_10i006tr_S10_S11_L9_n_converted_spectra_Monan_Patera_v01,Monan Patera GP7,103.79999999699999,20.3000000036,1997-09-19T04:57:00.00Z,0.984,38.1005,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/137_10i006tr_S10_S11_L9_n_converted_spectra_Monan_Patera_v01.csv
138_10i006tr_S3_S4_L11_n_converted_spectra_Itzamna_Patera_v01,Itzamna Patera GP18,97.69999999920003,-15.199999999,1997-09-19T04:57:00.00Z,0.9579,69.1991,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/138_10i006tr_S3_S4_L11_n_converted_spectra_Itzamna_Patera_v01.csv
139_10i006tr_S5_S16_L12_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera GP15,97.40000000060002,-5.9000000003,1997-09-19T04:57:00.00Z,0.9579,87.405,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/139_10i006tr_S5_S16_L12_n_converted_spectra_Sigurd_Patera_v01.csv
140_10i006tr_S9_S10_L13_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera,89.09999999950003,15.599999999,1997-09-19T04:57:00.00Z,0.9383,98.419,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/140_10i006tr_S9_S10_L13_n_converted_spectra_Gish_Bar_Patera_v01.csv
141_10i006tr_S14_S15_L32_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera,97.40000000060002,-5.9000000003,1997-09-19T04:57:00.00Z,0.9383,166.321,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/141_10i006tr_S14_S15_L32_n_converted_spectra_Sigurd_Patera_v01.csv
142_10i006tr_S6_S7_L16_n_converted_spectra_Hi-iaka_Patera_-_Tawhaki_region_v01,Hi-iaka Patera - Tawhaki region GP2,75.09999999619998,3.09999999976,1997-09-19T04:57:00.00Z,0.9057,48.49,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/142_10i006tr_S6_S7_L16_n_converted_spectra_Hi-iaka_Patera_-_Tawhaki_region_v01.csv
143_10i006tr_S19_S20_L25_n_converted_spectra_Amirani_v01,Amirani,116.300000001,23.1999999989,1997-09-19T04:57:00.00Z,0.9775,72.6444,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/143_10i006tr_S19_S20_L25_n_converted_spectra_Amirani_v01.csv
144_10i006tr_S8_S9_L27_n_converted_spectra_Arusha_Patera_v01,Arusha Patera GP23,100.69999999800001,-38.9999999986,1997-09-19T04:57:00.00Z,0.9644,95.7366,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/144_10i006tr_S8_S9_L27_n_converted_spectra_Arusha_Patera_v01.csv
145_10i006tr_S19_S20_L29_n_converted_spectra_Monan_Patera_v01,Monan Patera,103.79999999699999,20.3000000036,1997-09-19T04:57:00.00Z,0.9905,176.87,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/145_10i006tr_S19_S20_L29_n_converted_spectra_Monan_Patera_v01.csv
146_10i006tr_S12_S13_L30_n_converted_spectra_Itzamna_Patera_v01,Itzamna Patera GP13,97.69999999920003,-15.199999999,1997-09-19T04:57:00.00Z,0.9709,61.9565,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/146_10i006tr_S12_S13_L30_n_converted_spectra_Itzamna_Patera_v01.csv
147_10i006tr_S18_S19_L33_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera GP22,89.09999999950003,15.599999999,1997-09-19T04:57:00.00Z,0.9318,107.542,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/147_10i006tr_S18_S19_L33_n_converted_spectra_Gish_Bar_Patera_v01.csv
148_10i006tr_S15_S16_L36_n_converted_spectra_Hi-iaka_Patera_-_Tawhaki_region_v01,Hi-iaka Patera - Tawhaki region GP18,75.09999999619998,3.09999999976,1997-09-19T04:57:00.00Z,0.9905,665.998,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/148_10i006tr_S15_S16_L36_n_converted_spectra_Hi-iaka_Patera_-_Tawhaki_region_v01.csv
149_10i009tr_S15_S16_L3_n_converted_spectra_Arinna_Fluctus_v01,Arinna Fluctus GP6,146.999999999,32.0000000022,1997-09-19T10:17:32.00Z,0.9775,146.934,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/149_10i009tr_S15_S16_L3_n_converted_spectra_Arinna_Fluctus_v01.csv
150_10i009tr_S6_S7_L6_n_converted_spectra_Malik_Patera-Altjirra_P._region_v01,Malik Patera-Altjirra P. region GP6,108.0,-34.9999999995,1997-09-19T10:17:32.00Z,0.9644,62.2024,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/150_10i009tr_S6_S7_L6_n_converted_spectra_Malik_Patera-Altjirra_P._region_v01.csv
151_10i009tr_S14_S15_L8_n_converted_spectra_Amirani-Monan_Patera_region_v01,Amirani-Monan Patera region GP22,103.79999999699999,20.3000000036,1997-09-19T10:17:32.00Z,0.7081,141.576,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/151_10i009tr_S14_S15_L8_n_converted_spectra_Amirani-Monan_Patera_region_v01.csv
152_10i008tr_S8_S9_L2_n_converted_spectra_Culann-Wabasso_region_v01,Culann-Wabasso region GP22,161.5,19.9000000011,1997-09-19T10:32:42.00Z,0.9579,158.76,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/152_10i008tr_S8_S9_L2_n_converted_spectra_Culann-Wabasso_region_v01.csv
153_10i008tr_S10_S11_L5_n_converted_spectra_Prometheus_v01,Prometheus GP16,153.0,0.500000003048,1997-09-19T10:32:42.00Z,0.9383,84.4085,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/153_10i008tr_S10_S11_L5_n_converted_spectra_Prometheus_v01.csv
154_10i008tr_S8_S9_L6_n_converted_spectra_Tupan_Patera_v01,Tupan Patera GP22,140.999999999,-18.9999999967,1997-09-19T10:32:42.00Z,0.9709,66.0832,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/154_10i008tr_S8_S9_L6_n_converted_spectra_Tupan_Patera_v01.csv
155_10i008tr_S7_S8_L7_n_converted_spectra_Malik_Patera_v01,Malik Patera GP18,128.999999999,-33.9999999998,1997-09-19T10:32:42.00Z,0.9905,172.799,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/155_10i008tr_S7_S8_L7_n_converted_spectra_Malik_Patera_v01.csv
156_10i008tr_S16_S17_L6_n_converted_spectra_Arinna_Fluctus_region_v01,Arinna Fluctus region,146.999999999,32.0000000022,1997-09-19T10:32:42.00Z,0.9188,49.4582,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/156_10i008tr_S16_S17_L6_n_converted_spectra_Arinna_Fluctus_region_v01.csv
157_10i008tr_S6_S7_L3_n_converted_spectra_Shamash_P._region_-_close_to_Culann_v01,Shamash P. region - close to Culann GP10,152.0,-34.9999999995,1997-09-19T10:32:42.00Z,0.8536,97.8405,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/157_10i008tr_S6_S7_L3_n_converted_spectra_Shamash_P._region_-_close_to_Culann_v01.csv
158_10i008tr_S14_S15_L10_n_converted_spectra_Amirani_v01,Amirani GP16,116.300000001,23.1999999989,1997-09-19T10:32:42.00Z,0.9709,610.782,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/158_10i008tr_S14_S15_L10_n_converted_spectra_Amirani_v01.csv
159_10i003tr_S11_S12_L9_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1997-09-19T21:57:13.00Z,5.2326,353.084,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/159_10i003tr_S11_S12_L9_n_converted_spectra_Loki_Patera_v01.csv
160_10i010tr_S10_S11_L1_n_converted_spectra_Pele-Pillan_region_v01,Pele-Pillan region GP22,-116.0,-11.9999999984,1997-09-20T00:43:02.00Z,5.1798,139.02,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/160_10i010tr_S10_S11_L1_n_converted_spectra_Pele-Pillan_region_v01.csv
161_11i002tr_S13_S14_L12_n_converted_spectra_Zal_Patera_v01,Zal Patera GP14,74.8999999971,40.5000000023,1997-11-07T16:12:47.00Z,0.7602,202.283,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/161_11i002tr_S13_S14_L12_n_converted_spectra_Zal_Patera_v01.csv
162_11i002tr_S11_S12_L13_n_converted_spectra_Hiiaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP16,75.09999999619998,3.09999999976,1997-11-07T16:12:47.00Z,2.1037,31.3298,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/162_11i002tr_S11_S12_L13_n_converted_spectra_Hiiaka_Patera-Tawhaki_Patera_region_v01.csv
164_11i002tr_S10_S11_L18_n_converted_spectra_Kanehekili-Janus_Patera_region_v01,Kanehekili-Janus Patera region GP14,42.5,-3.00000000055,1997-11-07T16:12:47.00Z,0.9383,233.761,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/164_11i002tr_S10_S11_L18_n_converted_spectra_Kanehekili-Janus_Patera_region_v01.csv
165_11i008tr_S12_S13_L10_n_converted_spectra_Amirani_v01,Amirani GP12,116.300000001,23.1999999989,1997-11-07T19:15:48.00Z,0.984,98.5309,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/165_11i008tr_S12_S13_L10_n_converted_spectra_Amirani_v01.csv
166_11i008tr_S9_S10_L13_n_converted_spectra_Itzamna_Patera_and_Gish_Bar_Patera_v01,Itzamna Patera and Gish Bar Patera GP14,89.09999999950003,15.599999999,1997-11-07T19:15:48.00Z,0.9579,292.062,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/166_11i008tr_S9_S10_L13_n_converted_spectra_Itzamna_Patera_and_Gish_Bar_Patera_v01.csv
167_11i008tr_S11_S12_L13_n_converted_spectra_Gish_Bar_Patera_and_Itzamna_Patera_v01,Gish Bar Patera and Itzamna Patera GP12,89.09999999950003,15.599999999,1997-11-07T19:15:48.00Z,2.8917,9.08082,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/167_11i008tr_S11_S12_L13_n_converted_spectra_Gish_Bar_Patera_and_Itzamna_Patera_v01.csv
168_11i008tr_S13_S14_L13_n_converted_spectra_Zal_Patera-Gish_Bar_Patera_region_v01,Zal Patera-Gish Bar Patera region GP16,74.8999999971,40.5000000023,1997-11-07T19:15:48.00Z,0.7016,28.5127,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/168_11i008tr_S13_S14_L13_n_converted_spectra_Zal_Patera-Gish_Bar_Patera_region_v01.csv
169_11i008tr_S11_S12_L15_n_converted_spectra_Hiiaka_Patera-Tawhaki_Patera_region_v01,Hiiaka Patera-Tawhaki Patera region GP20,75.09999999619998,3.09999999976,1997-11-07T19:15:48.00Z,0.9253,157.106,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/169_11i008tr_S11_S12_L15_n_converted_spectra_Hiiaka_Patera-Tawhaki_Patera_region_v01.csv
171_11i008tr_S10_S11_L19_n_converted_spectra_Janus-Kanehekili_region_v01,Janus-Kanehekili region GP18,42.5,-3.00000000055,1997-11-07T19:15:48.00Z,0.7537,135.962,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/171_11i008tr_S10_S11_L19_n_converted_spectra_Janus-Kanehekili_region_v01.csv
172_11i003tr_S12_S13_L8_n_converted_spectra_Amirani_v01,Amirani,116.300000001,23.1999999989,1997-11-07T19:47:17.00Z,5.1798,25.9427,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/172_11i003tr_S12_S13_L8_n_converted_spectra_Amirani_v01.csv
173_11i003tr_S13_S14_L12_n_converted_spectra_Zal_Patera_v01,Zal Patera GP3,74.8999999971,40.5000000023,1997-11-07T19:47:17.00Z,5.127,14.5403,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/173_11i003tr_S13_S14_L12_n_converted_spectra_Zal_Patera_v01.csv
174_11i003tr_S11_S12_L13_n_converted_spectra_Tawhaki_Patera_-_Hi-iaka_Patera_region_v01,Tawhaki Patera - Hi-iaka Patera region GP23,75.09999999619998,3.09999999976,1997-11-07T19:47:17.00Z,4.8841,15.821,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/174_11i003tr_S11_S12_L13_n_converted_spectra_Tawhaki_Patera_-_Hi-iaka_Patera_region_v01.csv
175_11i003tr_S9_S10_L11_n_converted_spectra_Itzamna_Patera_-_Sigurd_Patera_region_v01,Itzamna Patera - Sigurd Patera region GP3,97.40000000060002,-5.9000000003,1997-11-07T19:47:17.00Z,5.1402,13.4743,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/175_11i003tr_S9_S10_L11_n_converted_spectra_Itzamna_Patera_-_Sigurd_Patera_region_v01.csv
177_11i009tr_S12_S13_L10_n_converted_spectra_Amirani_v01,Amirani,116.300000001,23.1999999989,1997-11-07T20:15:27.00Z,0.984,93.2681,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/177_11i009tr_S12_S13_L10_n_converted_spectra_Amirani_v01.csv
178_11i009tr_S8_S9_L13_n_converted_spectra_Arusha_Patera_-_Altjirra_region_v01,Arusha Patera - Altjirra region GP14,100.69999999800001,-38.9999999986,1997-11-07T20:15:27.00Z,4.95,9.22699,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/178_11i009tr_S8_S9_L13_n_converted_spectra_Arusha_Patera_-_Altjirra_region_v01.csv
179_11i009tr_S11_S12_L13_n_converted_spectra_Sigurd_Patera_-_Itzamna_region_v01,Sigurd Patera - Itzamna region GP12,97.40000000060002,-5.9000000003,1997-11-07T20:15:27.00Z,2.8917,8.57006,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/179_11i009tr_S11_S12_L13_n_converted_spectra_Sigurd_Patera_-_Itzamna_region_v01.csv
180_11i009tr_S13_S14_L13_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera GP10,89.09999999950003,15.599999999,1997-11-07T20:15:27.00Z,0.7016,21.0863,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/180_11i009tr_S13_S14_L13_n_converted_spectra_Gish_Bar_Patera_v01.csv
182_11i009tr_S11_S12_L16_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP6,75.09999999619998,3.09999999976,1997-11-07T20:15:27.00Z,0.8253,29.9376,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/182_11i009tr_S11_S12_L16_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
183_11i010tr_S12_S13_L6_n_converted_spectra_Amirani_v01,Amirani,116.300000001,23.1999999989,1997-11-07T21:12:39.00Z,5.127,24.2897,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/183_11i010tr_S12_S13_L6_n_converted_spectra_Amirani_v01.csv
184_11i010tr_S8_S9_L6_n_converted_spectra_Malik_Patera_v01,Malik Patera GP8,128.999999999,-33.9999999998,1997-11-07T21:12:39.00Z,0.7341,46.0912,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/184_11i010tr_S8_S9_L6_n_converted_spectra_Malik_Patera_v01.csv
185_11i010tr_S8_S9_L9_n_converted_spectra_Altjirra_Patera_-_Arusha_Patera_region_v01,Altjirra Patera - Arusha Patera region,100.69999999800001,-38.9999999986,1997-11-07T21:12:39.00Z,5.1534,9.09845,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/185_11i010tr_S8_S9_L9_n_converted_spectra_Altjirra_Patera_-_Arusha_Patera_region_v01.csv
186_11i010tr_S11_S12_L9_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera,97.40000000060002,-5.9000000003,1997-11-07T21:12:39.00Z,0.8253,139.658,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/186_11i010tr_S11_S12_L9_n_converted_spectra_Sigurd_Patera_v01.csv
187_11i010tr_S13_S14_L9_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera,89.09999999950003,15.599999999,1997-11-07T21:12:39.00Z,4.7126,28.6449,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/187_11i010tr_S13_S14_L9_n_converted_spectra_Gish_Bar_Patera_v01.csv
189_11i010tr_S11_S12_L12_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region,75.09999999619998,3.09999999976,1997-11-07T21:12:39.00Z,0.9905,437.037,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/189_11i010tr_S11_S12_L12_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
190_11i005tr_S9_S10_L12_n_converted_spectra_Tupan_Patera_v01,Tupan Patera,140.999999999,-18.9999999967,1997-11-07T23:45:46.00Z,1.2768,18.3319,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/190_11i005tr_S9_S10_L12_n_converted_spectra_Tupan_Patera_v01.csv
191_11i005tr_S13_S14_L14_n_converted_spectra_Amirani_v01,Amirani GP21,116.300000001,23.1999999989,1997-11-07T23:45:46.00Z,5.127,23.9938,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/191_11i005tr_S13_S14_L14_n_converted_spectra_Amirani_v01.csv
192_11i005tr_S8_S9_L14_n_converted_spectra_Malik_Patera_v01,Malik Patera GP14,128.999999999,-33.9999999998,1997-11-07T23:45:46.00Z,5.0083,12.4396,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/192_11i005tr_S8_S9_L14_n_converted_spectra_Malik_Patera_v01.csv
193_11i005tr_S12_S13_L12_n_converted_spectra_Maui_Patera_v01,Maui Patera GP18,123.79999999899997,16.2000000006,1997-11-07T23:45:46.00Z,1.3549,6.21218,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/193_11i005tr_S12_S13_L12_n_converted_spectra_Maui_Patera_v01.csv
194_11i005tr_S9_S10_L17_n_converted_spectra_Arusha_and-or_Altjirra_v01,Arusha and-or Altjirra GP12,100.69999999800001,-38.9999999986,1997-11-07T23:45:46.00Z,5.1006,10.2876,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/194_11i005tr_S9_S10_L17_n_converted_spectra_Arusha_and-or_Altjirra_v01.csv
195_11i005tr_S11_S12_L17_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera GP14,97.40000000060002,-5.9000000003,1997-11-07T23:45:46.00Z,1.7897,10.801,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/195_11i005tr_S11_S12_L17_n_converted_spectra_Sigurd_Patera_v01.csv
196_11i005tr_S13_S14_L17_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera,89.09999999950003,15.599999999,1997-11-07T23:45:46.00Z,1.3549,9.82234,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/196_11i005tr_S13_S14_L17_n_converted_spectra_Gish_Bar_Patera_v01.csv
197_11i005tr_S11_S12_L19_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01,Hi-iaka Patera-Tawhaki Patera region GP9,75.09999999619998,3.09999999976,1997-11-07T23:45:46.00Z,0.7602,184.579,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/197_11i005tr_S11_S12_L19_n_converted_spectra_Hi-iaka_Patera-Tawhaki_Patera_region_v01.csv
198_11i006tr_S9_S10_L12_n_converted_spectra_Tupan_Patera_v01,Tupan Patera GP4,140.999999999,-18.9999999967,1997-11-07T23:52:50.00Z,4.9951,9.48082,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/198_11i006tr_S9_S10_L12_n_converted_spectra_Tupan_Patera_v01.csv
199_11i006tr_S8_S9_L14_n_converted_spectra_Malik_Patera_v01,Malik Patera GP23,128.999999999,-33.9999999998,1997-11-07T23:52:50.00Z,0.9775,69.4691,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/199_11i006tr_S8_S9_L14_n_converted_spectra_Malik_Patera_v01.csv
200_11i006tr_S13_S14_L14_n_converted_spectra_Amirani_v01,Amirani,116.300000001,23.1999999989,1997-11-07T23:52:50.00Z,5.2326,23.7815,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/200_11i006tr_S13_S14_L14_n_converted_spectra_Amirani_v01.csv
